iata_code,icao_code,airport_name,alt_name,other_codes
MOM,GQNL,Letfotar Airport,,
KLZ,FAKZ,Kleinzee Airport,,
GSC,YGSC,Gascoyne Junction Airport,,
MFV,KMFV,Accomack County Airport,,
JAL,MMJA,El Lencero Airport,,
ULE,,Sule Airport,,
CXR,VVCR,Cam Ranh International Airport,,
CBF,KCBF,Council Bluffs Municipal Airport,,
CON,KCON,Concord Municipal Airport,,
KFM,,Kirby Lake Airport,,
ESE,MMES,Ensenada Airport,,
OSI,LDOS,Osijek Airport,,
MPU,,Mabua Airstrip,,
KCU,HUMI,Masindi Airport,,
YBG,CYBG,Canadian Forces Base Bagotville,,
TAI,OYTZ,Taiz International Airport,,
SXK,WAPI,Saumlaki Airport,Olilit Airport,
SJZ,LPSJ,São Jorge Airport,,
DGM,,Dandugama Seaplane Base,,
OMB,FOOH,Omboué Hospital Airport,,
BXL,,Blue Lagoon Seaplane Base,,
CYR,SUCA,Colonia Airport,Laguna de los Patos Intn'l Airport,
CSQ,KCSQ,Creston Municipal Airport,,
LOC,YLOK,Lock Airport,,
KPN,PAKI,Kipnuk Airport,,FAA: IIK
CZL,DABC,Mohamed Boudiaf International Airport,,
GRM,KCKC,Grand Marais/Cook County Airport,,FAA: CKC
MSA,CZMD,Muskrat Dam Airport,,
ERT,,Erdenet Airport,,
CZM,MMCZ,Cozumel International Airport,,
EXM,YEXM,Exmouth Airport,,
MVL,KMVL,Morrisville–Stowe State Airport,,
PGB,,Pangoa Airport,,
AHN,KAHN,Athens Ben Epps Airport,,
LPU,WRLP,Long Apung Airport,,
BTD,,Brunette Downs Airport,,
HRI,VCRI,Mattala Rajapaksa International Airport,,
SWS,EGFH,Swansea Airport,,
CRE,KCRE,Grand Strand Airport,,
XRH,YSRI,RAAF Base Richmond,,
CDO,FACD,Cradock Airport,,
SKA,KSKA,Fairchild Air Force Base,,
YPI,,Port Simpson Water Aerodrome,,TC: CAN8
KKM,VTBL,Khok Kathiam Air Force Base,,
KEN,GFKE,Kenema Airport,,
BMG,KBMG,Monroe County Airport,,
TFS,GCTS,Tenerife–South Airport,Reina Sofia Airport,
YAY,CYAY,St. Anthony Airport,,
ERF,EDDE,Erfurt–Weimar Airport,,
PLZ,FAPE,Port Elizabeth Airport,,
ZIS,HLZN,Alzintan Airport,,
CJM,VTSE,Chumphon Airport,,
SGX,HTSO,Songea Airport,,
ADK,PADK,Adak Airport,,
ALL,LIMG,Albenga Airport,,
KDO,VRMK,Kadhdhoo Airport,,
MPV,KMPV,Edward F. Knapp State Airport,,
KCM,LTCN,Kahramanmaraş Airport,,
WYN,YWYM,Wyndham Airport,,
HVS,KHVS,Hartsville Regional Airport,,
HUI,VVPB,Phu Bai International Airport,,
TIF,OETF,Ta'if Regional Airport,,
BCV,,Hector Silva Airstrip,,
BGY,LIME,Il Caravaggio International Airport,Orio al Serio Airport,
FLN,SBFL,Hercílio Luz International Airport,,
TTO,KBTN,Britton Municipal Airport,,FAA: BTN
NYI,DGSN,Sunyani Airport,,
YAO,FKKY,Yaoundé Airport,,
MGD,SLMG,Magdalena Airport,,
WVK,FMSK,Manakara Airport,,
UBU,YKAL,Kalumburu Airport,,
NTE,LFRS,Nantes Atlantique Airport,,
BNI,DNBE,Benin Airport,,
VCD,YVRD,Victoria River Downs Airport,,
XWA,KXWA,Williston Basin International Airport,,
CDI,SNKI,Cachoeiro de Itapemirim Airport,Raimundo de Andrade Airport,
GVI,AYGV,Green River Airport,,
MTP,KMTP,Montauk Airport,,
PVE,MPVR,El Porvenir Airport,,
UKK,UASK,Oskemen Airport,Ust-Kamenogorsk Airport,
OIC,KOIC,Lt. Warren Eaton Airport,,
CSF,LFPC,Creil Air Base,,
PPW,EGEP,Papa Westray Airport,,
AMD,VAAH,Sardar Vallabhbhai Patel International Airport,,
CNW,KCNW,TSTC Waco Airport,,
SKG,LGTS,"Thessaloniki Airport ""Macedonia""",,
LPT,VTCL,Lampang Airport,,
ATG,,PAF Base Minhas,,
WUS,ZSWY,Wuyishan Airport,,
SIV,KSIV,Sullivan County Airport,,
IXR,VERC,Birsa Munda Airport,,
UIR,YQDI,Quirindi Airport,,
ISA,YBMA,Mount Isa Airport,,
KDP,AYNN,Kandep Airport,,
AKA,ZLAK,Ankang Wulipu Airport,,
CPU,,Cururupu Airport,,
YHB,CYHB,Hudson Bay Airport,,
BRX,MDBH,María Montez International Airport,,
MSW,HHMS,Massawa International Airport,,
DUM,WIBD,Pinang Kampai Airport,,
PZI,ZUZH,Panzhihua Bao'anying Airport,,
UVF,TLPL,Hewanorra International Airport,,
SYU,YWBS,Warraber Island Airport,,
WTS,FMMX,Tsiroanomandidy Airport,,
PAP,MTPP,Toussaint L'Ouverture International Airport,,
YZA,CYZA,Cache Creek Airport,Ashcroft Regional Airport,
CMQ,YCMT,Clermont Airport,,
IAH,KIAH,George Bush Intercontinental Airport,,
KPB,,Point Baker Seaplane Base,,
KND,FZOA,Kindu Airport,,
SAQ,MYAN,San Andros Airport,,
BZZ,EGVN,RAF Brize Norton,,
LWN,UDSG,Shirak Airport,,
NYC,,metropolitan area2,,
PGQ,WAEM,Buli Airport,,
PQC,VVPQ,Phu Quoc International Airport,,
ACN,MMCC,Ciudad Acuña International Airport,,
XTG,YTGM,Thargomindah Airport,,
RIO,,metropolitan area2,,
DNL,KDNL,Daniel Field,,
IHN,OYQN,Qishn Airport,,
CNL,EKSN,Sindal Airport,,
CFF,FNCF,Cafunfo Airport,,
LMO,EGQS,RAF Lossiemouth,,
IIS,AYIA,Nissan Island Airport,,
RSW,KRSW,Southwest Florida International Airport,,
DTH,,Furnace Creek Airport,,FAA: L06
KWJ,RKJJ,Gwangju Airport,,
FLT,,Flat Airport,,
JRF,PHJR,Kalaeloa Airport,John Rodgers Field,
KMP,FYKT,Keetmanshoop Airport,,
FBS,,Friday Harbor Seaplane Base,,FAA: W33
AUT,WPAT,Atauro Airport,,
TDT,,Tanda Tula Airport,,
NOK,SWXV,Nova Xavantina Airport,,
CPD,YCBP,Coober Pedy Airport,,
LSO,LFOO,Les Sables-d'Olonne – Talmont Airport,,
TKJ,PFTO,Tok Junction Airport,,FAA: 6K8
AOU,VLAP,Attapeu International Airport,,
SUX,KSUX,Sioux Gateway Airport,Colonel Bud Day Field,
OTC,FTTL,Bol-Bérim Airport,,
CZN,,Chisana Airport,,
YLM,,Clinton Creek Airport,,
GUU,BIGF,Grundarfjörður Airport,,
GOV,YPGV,Gove Airport,,
KFG,YKKG,Kalkgurung Airport,,
FUJ,RJFE,Fukue Airport,Gotō-Fukue Airport,
SUU,KSUU,Travis Air Force Base,,
CJS,MMCS,Abraham González International Airport,,
BYN,ZMBH,Bayankhongor Airport,,
PCH,MHPC,Palacios Airport,,
LNP,KLNP,Lonesome Pine Airport,,
HNY,ZGHY,Hengyang Nanyue Airport,,
YCW,CYCW,Chilliwack Airport,,
FXO,FQCB,Cuamba Airport,,
KMC,OEKK,King Khaled Military City Airport,,
YTQ,CYTQ,Tasiujaq Airport,,
SAH,OYSN,Sana'a International Airport,El Rahaba Airport,
LRM,MDLR,La Romana International Airport,Casa de Campo International Airport,
MCN,KMCN,Middle Georgia Regional Airport,,
LVI,FLLI,Harry Mwanga Nkumbula International Airport,,
MUK,NCMK,Mauke Airport,,
OTG,KOTG,Worthington Municipal Airport,,
TGK,URRT,Taganrog Airport,,
PHX,KPHX,Phoenix Sky Harbor International Airport,,
OXR,KOXR,Oxnard Airport,,
ERB,YERN,Pukatja Airport,Ernabella Airport,
ARO,,Arboletes Airport,,
XTO,YTAM,Taroom Airport,,
WWD,KWWD,Cape May Airport,,
URD,EDQE,Burg Feuerstein Airport,,
HIL,HASL,Shilavo Airport,,
AMI,WADA,Selaparang Airport,closed 2011,
AEB,ZGBS,Baise Bama Airport,,
VIT,LEVT,Vitoria Airport,,
TSZ,ZMTG,Tsetserleg Airport,,
ACD,SKAD,Alcides Fernández Airport,,
ALA,UAAA,Almaty International Airport,,
ANK,LTAD,Etimesgut Air Base,,
PWO,FZQC,Pweto Airport,,
EDF,PAED,Elmendorf Air Force Base,,
LCJ,EPLL,Łódź Władysław Reymont Airport,,
DMT,SWDM,Diamantino Airport,,
AXN,KAXN,Alexandria Municipal Airport,Chandler Field,
MZB,FQMP,Mocímboa da Praia Airport,,
ROA,KROA,Roanoke–Blacksburg Regional Airport,Woodrum Field,
MHT,KMHT,Manchester–Boston Regional Airport,,
UHE,LKKU,Kunovice Airport,,
KSK,ESKK,Karlskoga Airport,,
ZEL,CBBC,Bella Bella  Airport,Campbell Island,
SJW,ZBSJ,Shijiazhuang Zhengding International Airport,,
LWI,,Lowai Airport,,
MMT,KMMT,McEntire Joint National Guard Base,,
XTR,YTAA,Tara Airport,,
PMN,,Pumani Airport,,
CDR,KCDR,Chadron Municipal Airport,,
UTD,,Nutwood Downs Airport,,
NUW,KNUW,NAS Whidbey Island,Ault Field,
PUV,NWWP,Malabou Airport,,
OFK,KOFK,Norfolk Regional Airport,Karl Stefan Memorial Field,
UIP,LFRQ,Quimper–Cornouaille Airport,Pluguffan,
WFD,EGCD,Woodford Aerodrome,,
JSI,LGSK,Skiathos Island National Airport,,
KRX,AYKR,Karkar Airport,,
GLO,EGBJ,Gloucestershire Airport,,
PHT,KPHT,Henry County Airport,,
LSH,VYLS,Lashio Airport,,
FSS,EGQK,RAF Kinloss,,
PIR,KPIR,Pierre Regional Airport,,
LUO,FNUE,Luena Airport,,
DAA,KDAA,Davison Army Airfield,,
OFJ,BIOF,Ólafsfjörður Airport,,
LMX,,Lopéz de Micay Airport,,
RFK,,Rollang Field,,FAA: 5MS1
YZG,CYZG,Salluit Airport,,
ILP,NWWE,Île des Pins Airport,,
MAJ,PKMJ,Marshall Islands International Airport,Amata Kabua Int'l,
TRG,NZTG,Tauranga Airport,,
GEB,WAMJ,Gebe Airport,,
YAJ,,Lyall Harbour Seaplane Base,,
EXT,EGTE,Exeter International Airport,,
AGP,LEMG,Málaga Airport,,
KFA,GQNF,Kiffa Airport,,
INM,YINN,Innamincka Airport,,
ORE,LFOZ,Orléans – Saint-Denis-de-l'Hôtel Airport,,
YVB,CYVB,Bonaventure Airport,,
SRW,KRUQ,Rowan County Airport,,FAA: RUQ
MFC,FXMF,Mafeteng Airport,,
CAA,MHGE,El Aguacate Airport,,
MUY,FCBM,Mouyondzi Airport,,
TSU,NGTS,Tabiteuea South Airport,,
SZI,,Zaysan Airport,,
KLU,LOWK,Klagenfurt Airport,,
MXI,RPMQ,Mati Airport,Imelda R. Marcos Airport,
BLT,YBTR,Blackwater Airport,,
SDJ,RJSS,Sendai Airport,,
MKC,KMKC,Charles B. Wheeler Downtown Airport,,
CQP,,Cape Flattery Airport,,
MAO,SBEG,Eduardo Gomes International Airport,,
GEG,KGEG,Spokane International Airport,,
SBA,KSBA,Santa Barbara Municipal Airport,,
IKA,OIIE,Tehran Imam Khomeini International Airport,,
SXO,SWFX,São Félix do Araguaia Airport,,
MMK,ULMM,Murmansk Airport,,
NHT,EGWU,RAF Northolt,,
DSX,RCLM,Dongsha Island Airport,,
GFF,YGTH,Griffith Airport,,
PPB,SBDN,Presidente Prudente Airport,,
WIO,YWCA,Wilcannia Airport,,
PYO,SEPT,Putumayo Airport,,
SOW,KSOW,Show Low Regional Airport,,
NUH,,Nunchía Airport,,
PYC,,Playón Chico Airport,,
KYX,AYYE,Yalumet Airport,,
OOM,YCOM,Cooma–Snowy Mountains Airport,,
YCQ,CYCQ,Chetwynd Airport,,
DNN,KDNN,Dalton Municipal Airport,,
LTS,KLTS,Altus Air Force Base,,
LBB,KLBB,Lubbock Preston Smith International Airport,,
VGD,ULWW,Vologda Airport,,
MAF,KMAF,Midland International Air and Space Port,,
OFF,KOFF,Offutt Air Force Base,,
BTQ,HRYI,Butare Airport,,
TAG,RPSP,Bohol–Panglao International Airport,,
MFU,FLMF,Mfuwe Airport,,
EZV,,Beryozovo Airport,,
HGH,ZSHC,Hangzhou Xiaoshan International Airport,,
MLB,KMLB,Melbourne Orlando International Airport,,
XBG,DFEB,Bogande Airport,,
UET,OPQT,Quetta International Airport,,
GSN,YMGN,Mount Gunson Airport,,
XYA,AGGY,Yandina Airport,,
MIC,KMIC,Crystal Airport,,
BJJ,KBJJ,Wayne County Airport,,
ZAO,LFCC,Cahors - Lalbenque Airport,,
MYX,,Menyamya Airport,,
MUZ,HTMU,Musoma Airport,,
ORI,KORI,Port Lions Airport,,
YFO,CYFO,Flin Flon Airport,,
SJF,,Cruz Bay Seaplane Base,,
DLS,KDLS,Columbia Gorge Regional Airport,The Dalles Municipal Airport,
BOR,VLBK,Bokeo International Airport,,
NUE,EDDN,Nuremberg Airport,,
TRM,KTRM,Jacqueline Cochran Regional Airport,,
KZS,LGKJ,Kastellorizo Island Public Airport,,
RAA,,Rakanda Airport,,
OLV,KOLV,Olive Branch Airport,,
YCG,CYCG,West Kootenay Regional Airport,Castlegar Airport,
LNC,,Lengbati Airport,,
CYM,,Chatham Seaplane Base,,
PHD,KPHD,Harry Clever Field,,
TMB,KTMB,Miami Executive Airport,,
XMY,YYMI,Yam Island Airport,,
MQZ,YMGT,Margaret River Airport,,
PDG,WIPT,Minangkabau International Airport,,
SFN,SAAV,Sauce Viejo Airport,,
KWR,,Kwai Harbour Airport,,
HDY,VTSS,Hat Yai International Airport,,
KCO,LTBQ,Cengiz Topel Naval Air Station,,
DGT,RPVD,Sibulan Airport,Dumaguete Airport,
TKX,NTKR,Takaroa Airport,,
ARP,,Aragip Airport,,
BMF,FEGM,Bakouma Airport,,
BZF,,Benton Field,,
TOX,USTO,Tobolsk Airport,,
HFN,BIHN,Hornafjörður Airport,,
GEW,AYGC,Gewoia Airport,,
ASI,FHAW,RAF Ascension Island,Wideawake Field,
TAJ,,Tadji Airport,,
MHE,KMHE,Mitchell Municipal Airport,,
KCS,YKCS,Kings Creek Station Airport,,
OHT,OPKT,PAF Base Kohat,,
NBA,,Nambaiyufa Airport,,
CHU,PACH,Chuathbaluk Airport,,FAA: 9A3
AZI,OMAD,Al Bateen Executive Airport,,
BQK,KBQK,Brunswick Golden Isles Airport,,
BEW,FQBR,Beira Airport,,
GPB,SBGU,Tancredo Thomas de Faria Airport,,
KXK,UHKK,Komsomolsk-on-Amur Airport,,
DOC,,Dornoch Airfield,,
NNG,ZGNN,Nanning Wuxu International Airport,,
WLR,,Loring Seaplane Base,,FAA: 13Z
YYU,CYYU,Kapuskasing Airport,,
PKX,ZBAD,Beijing Daxing International Airport,,
CLY,LFKC,Calvi – Sainte-Catherine Airport,,
NQN,SAZN,Presidente Perón International Airport,,
SAL,MSLP,Monseñor Óscar Arnulfo Romero International Airport,,
ULO,ZMUG,Ulaangom Airport,,
LTO,MMLT,Loreto International Airport,,
PNV,EYPP,Panevėžys Air Base,Pajuostis Airport,
FIN,AYFI,Finschhafen Airport,,
CPH,EKCH,"Copenhagen Airport, Kastrup",,
KHN,ZSCN,Nanchang Changbei International Airport,,
MDO,PAMD,Middleton Island Airport,,
BLU,KBLU,Blue Canyon–Nyack Airport,,
GGR,,Garowe International Airport,,
AKK,PAKH,Akhiok Airport,,
PPX,,Param Airport,,
AGE,EDWG,Wangerooge Airfield,,
SWM,,Suia-Missu Airport,,
RDD,KRDD,Redding Municipal Airport,,
EUQ,RPVS,Evelio Javier Airport,Antique Airport,
PBM,SMJP,Johan Adolf Pengel International Airport,,
XES,,Grand Geneva Resort Airport,,FAA: C02
YST,CYST,St. Theresa Point Airport,,
EWR,KEWR,Newark Liberty International Airport,,
SOA,,Sóc Trăng Airfield,,
MGC,KMGC,Michigan City Municipal Airport,,
NYA,USHN,Nyagan Airport,,
UMT,PAUM,Umiat Airport,,
MDP,WAKD,Mindiptana Airport,,
NAO,ZUNC,Nanchong Gaoping Airport,,
YJA,CYJA,Jasper Airport,,
ZBE,LKZA,Zábřeh Airport,,
FRC,SIMK,Franca Airport,Ten. Lund Presotto–Franca State Airport,
YTW,ZWYT,Yutian Wanfang Airport,,
CBB,SLCB,Jorge Wilstermann International Airport,,
TTS,FMNT,Tsaratanana Airport,,
LBS,NFNL,Labasa Airport,,
UAI,WPDB,Suai Airport,,
KLL,,Levelock Airport,,FAA: 9Z8
BKS,WIPL,Fatmawati Soekarno Airport,,
SDD,FNUB,Lubango Mukanka Airport,,
PTD,PAAP,Port Alexander Seaplane Base,,FAA: AHP
TPH,KTPH,Tonopah Airport,,
ORV,PFNO,Robert  Curtis Memorial Airport,Bob,FAA: D76
PRQ,SARS,Presidencia Roque Sáenz Peña Airport,,
MOE,VYMO,Momeik Airport,,
SDC,,Sand Creek Airport,,
AAU,NSAU,Asau Airport,,
OKI,RJNO,Oki Airport,,
SLH,NVSC,Vanua Lava Airport,,
DLA,FKKD,Douala International Airport,,
URJ,USHU,Uray Airport,,
BHV,OPBW,Bahawalpur Airport,,
LRV,SVRS,Los Roques Airport,,
MCG,PAMC,McGrath Airport,,
WBR,KRQB,Roben–Hood Airport,,FAA: RQB
BFA,SGBN,Bahía Negra Airport,,
PUZ,MNPC,Puerto Cabezas Airport,,
KYZ,UNKY,Kyzyl Airport,,
FEG,UTKF,Fergana International Airport,,
MBX,LJMB,Maribor Edvard Rusjan Airport,,
SLU,TLPC,George F. L. Charles Airport,,
NMC,MYEN,Norman's Cay Airport,,
FWH,KNFW,NAS Fort Worth JRB/ Carswell Field,,FAA: NFW
CDD,,Cauquira Airport,,
VPN,BIVO,Vopnafjörður Airport,,
HNC,KHSE,Billy Mitchell Airport,,FAA: HSE
DEN,KDEN,Denver International Airport,,
NRS,KNRS,NOLF Imperial Beach,Ream Field,
YKA,CYKA,Kamloops Airport,,
AFY,LTAH,Afyon Airport,,
SKC,AYSU,Suki Airport,,
TAL,PATA,Ralph M. Calhoun Memorial Airport,,
JAA,OAJL,Jalalabad Airport,,
ORC,SKOE,Orocue Airport,,
MLV,YMEU,Merluna Airport,,
WSM,,Wiseman Airport,,
AGC,KAGC,Allegheny County Airport,,
FLD,KFLD,Fond du Lac County Airport,,
THU,BGTL,Pituffik Space Base,,
KPL,,Kapal Airport,,
MVC,KMVC,Monroe County Airport,,
UTA,FVMU,Mutare Airport,,
MRB,KMRB,Eastern WV Regional Airport,Shepherd Field,
BUQ,FVBU,Joshua Mqabuko Nkomo International Airport,,
BDO,WICC,Husein Sastranegara International Airport,,
FIE,EGEF,Fair Isle Airport,,
NNA,GMMY,Kenitra Air Base,,
DLV,YDLV,Delissaville Airport,,
YQI,CYQI,Yarmouth Airport,,
NDN,,Nadunumu Airport,,
TNM,SCRM,Teniente R. Marsh Airport,,
AIZ,KAIZ,Lee C. Fine Memorial Airport,,
BKD,KBKD,Stephens County Airport,,
CCU,VECC,Netaji Subhas Chandra Bose International Airport,,
FEL,ETSF,Fürstenfeldbruck Air Base,,
JAS,KJAS,Jasper County Airport,Bell Field,
EYP,SKYP,El Alcaraván Airport,,
EIA,,Popondetta Airport,,
RBO,SLRB,Roboré Airport,,
AJY,DRZA,Mano Dayak International Airport,,
JRH,VEJT,Jorhat Airport,Rowriah Airport,
KKO,NZKO,Kaikohe Aerodrome,,
KJU,,Kamiraba Airport,,
MNW,YMDS,MacDonald Downs Airport,,
CPB,SKCA,Capurganá Airport,,
NVS,LFQG,Nevers - Fourchambault Airport,,
BAJ,,Bali Airport,,
BVP,,Bolovip Airport,,
HTA,UIAA,Chita International Airport,Kadala Airport,
FAZ,OISF,Fasa Airport,,
DIM,DIDK,Dimbokro Airport,,
SUD,KSUD,Stroud Municipal Airport,,
UZU,SATU,Curuzú Cuatiá Airport,,
SCO,UATE,Aktau Airport,,
ESS,EDLE,Essen/Mülheim Airport,,
MID,MMMD,Manuel Crescencio Rejón International Airport,,
MQX,HAMK,Alula Aba Nega Airport,,
EJN,,Ejin Banner Taolai Airport,,
PAO,KPAO,Palo Alto Airport,Santa Clara County Airport,
RBY,PARY,Ruby Airport,,
CDU,YSCN,Camden Airport,,
TJC,,Ticantiquí Airport,,
FTU,FMSD,Tôlanaro Airport,Marillac Airport,
BHT,,Brighton Downs Airport,,
HMV,ESUT,Hemavan Tärnaby Airport,,
NEL,KNEL,NAES Lakehurst,Maxfield Field,
MIE,KMIE,Delaware County Regional Airport,,
AEH,FTTC,Abéché Airport,,
VQQ,KVQQ,Cecil Airport,,
AUN,KAUN,Auburn Municipal Airport,,
SLT,KANK,Harriet Alexander Field,,FAA: ANK
RMA,YROM,Roma Airport,,
SYJ,OIKY,Sirjan Airport,,
HLM,KHLM,Park Township Airport,,
AXC,YAMC,Aramac Airport,,
CNG,LFBG,Cognac – Châteaubernard Air Base,,
LPS,,Fishermans Bay/LPS Seaplane Base,,
DNI,HSWD,Wad Medani Airport,,
HPH,VVCI,Cat Bi International Airport,,
GZI,OAGN,Ghazni Airport,,
DLL,KDLC,Dillon County Airport,,FAA: DLC
NVG,MNNG,Nueva Guinea Airport,,
GCI,EGJB,Guernsey Airport,,
OBL,EBZR,Oostmalle Airfield,,
AIE,AYAO,Aiome Airport,,
GZG,ZUGZ,Garze Gesar Airport,,
SCD,MHUL,Sulaco Airport,,
PZB,FAPM,Pietermaritzburg Airport,,
BCC,,Bear Creek 3 Airport,,FAA: Z48
PUF,LFBP,Pau Pyrénées Airport,,
BZD,YBRN,Balranald Airport,,
PJC,SGPJ,Dr. Augusto Roberto Fuster International Airport,,
LNG,,Lese Airport,,
EKX,KEKX,Elizabethtown Regional Airport,Addington Field,
OGL,SYGO,Ogle Airport,,
AOH,KAOH,Lima Allen County Airport,,
SMQ,WAOS,H. Asan Airport,,
AYC,,Ayacucho Airport,,
XCM,CYCK,Chatham-Kent Airport,,
KRG,SYKS,Karasabai Airport,,
MCZ,SBMO,Zumbi dos Palmares International Airport,,
KRU,AYEA,Kerau Airport,,
DVN,KDVN,Davenport Municipal Airport,,
OLZ,UEMO,Olyokminsk Airport,,
MUI,KMUI,Muir Army Airfield,,
FLO,KFLO,Florence Regional Airport,,
EUM,EDHN,Neumünster Airport,,
MSZ,FNMO,Moçâmedes Airport,Yuri Gagarin Airport,
MLZ,SUMO,Cerro Largo International Airport,,
ITE,SNZW,Ituberá Airport,,
GDX,UHMM,Sokol Airport,,
YZH,CYZH,Slave Lake Airport,,
YDQ,CYDQ,Dawson Creek Airport,,
OEO,KOEO,L.O. Simenstad Municipal Airport,,
NRE,WAPG,Namrole Airport,,
GSO,KGSO,Piedmont Triad International Airport,,
XMP,,Macmillan Pass Airport,,TC: CFC4
NIC,LCNC,Nicosia International Airport1,,
ALR,NZLX,Alexandra Aerodrome,,
JYV,EFJY,Jyväskylä Airport,,
OUK,,Out Skerries Airport,,
SBB,SVSB,Santa Bárbara de Barinas Airport,,
BII,,Bikini Atoll Airport,,
FEJ,SNOU,Feijó Airport,,
MHC,SCPQ,Mocopulli Airport,,
